set,indice
train,14923
train,31660
train,18657
train,37163
train,5845
train,33501
train,37069
train,12692
train,56462
train,43661
train,39922
train,1562
train,58246
train,13931
train,25702
train,26517
train,863
train,30018
train,11947
train,413
train,19331
train,50001
train,1895
train,40883
train,6669
train,7701
train,34151
train,43238
train,33401
train,37728
train,52463
train,4247
train,16189
train,33622
train,54575
train,33134
train,35369
train,48965
train,34246
train,25646
train,2133
train,41000
train,30709
train,57568
train,24405
train,23641
train,28921
train,61313
train,52627
train,14261
train,3987
train,29461
train,30403
train,55838
train,1206
train,45361
train,32582
train,4633
train,21002
train,27315
train,59401
train,48453
train,34152
train,52641
train,23719
train,41316
train,59115
train,52560
train,34477
train,59693
train,10853
train,37066
train,3246
train,51981
train,36751
train,60258
train,34810
train,40236
train,51926
train,8845
train,54176
train,38699
train,40280
train,16023
train,439
train,19787
train,3379
train,52779
train,42207
train,46246
train,19994
train,31349
train,47710
train,78
train,38866
train,51846
train,17194
train,17878
train,58807
train,56746
train,60372
train,11663
train,3623
train,18655
train,11891
train,45245
train,52529
train,32256
train,19058
train,36069
train,50769
train,42847
train,9543
train,31889
train,5
train,32110
train,18436
train,3691
train,55970
train,50612
train,37172
train,19906
train,21830
train,37678
train,34140
train,38855
train,34875
train,56021
train,29958
train,19409
train,57391
train,41956
train,28586
train,31951
train,19237
train,44958
train,45564
train,42754
train,41651
train,10561
train,49687
train,40167
train,10053
train,34993
train,28858
train,23222
train,52805
train,9243
train,2888
train,17297
train,48974
train,7221
train,37526
train,44867
train,48685
train,40226
train,9024
train,25514
train,54104
train,30180
train,13921
train,46752
train,8001
train,49883
train,53053
train,59922
train,15929
train,10484
train,35770
train,15115
train,19948
train,50558
train,45129
train,53946
train,35001
train,35070
train,58755
train,15291
train,57490
train,25378
train,22502
train,53062
train,37585
train,9262
train,61200
train,13733
train,33559
train,22274
train,54355
train,45982
train,8376
train,33834
train,24537
train,32524
train,3152
train,21620
train,42903
train,870
train,29238
train,58427
train,61659
train,4529
train,2962
train,16673
train,59174
train,11342
train,31964
train,51097
train,48500
train,29072
train,32691
train,33432
train,53666
train,37987
train,32703
train,50123
train,50279
train,61517
train,5866
train,39016
train,13241
train,37623
train,50765
train,33232
train,25658
train,56685
train,16011
train,42369
train,12782
train,419
train,34011
train,41952
train,1396
train,55905
train,31069
train,56962
train,12728
train,10101
train,5975
train,41233
train,29149
train,10375
train,57335
train,38951
train,55147
train,797
train,52119
train,29858
train,46560
train,984
train,34106
train,2240
train,8950
train,176
train,60878
train,36285
train,45958
train,7462
train,56546
train,49180
train,59194
train,45011
train,18824
train,53943
train,15908
train,12585
train,45246
train,58562
train,51369
train,41888
train,42609
train,21304
train,10034
train,36338
train,1590
train,26805
train,15099
train,10094
train,61723
train,34634
train,47639
train,29118
train,20086
train,13388
train,47307
train,1612
train,6023
train,47234
train,39358
train,22074
train,7218
train,20218
train,51084
train,1888
train,41020
train,45590
train,35229
train,50078
train,19610
train,19974
train,7862
train,23312
train,22702
train,58553
train,48466
train,45477
train,19111
train,27149
train,19046
train,56319
train,10715
train,1318
train,1434
train,3397
train,18545
train,17452
train,9032
train,54012
train,11961
train,23299
train,24693
train,44289
train,54540
train,15699
train,6567
train,27934
train,20720
train,36984
train,30759
train,56111
train,34921
train,55102
train,2999
train,54222
train,24031
train,48118
train,45701
train,54326
train,26031
train,30752
train,21430
train,28385
train,61780
train,54795
train,27625
train,58728
train,52553
train,32818
train,24664
train,7084
train,34355
train,8576
train,16326
train,31334
train,6771
train,1611
train,11778
train,24908
train,37950
train,51729
train,2872
train,4860
train,2931
train,45401
train,45511
train,29442
train,28713
train,55518
train,34625
train,47696
train,3694
train,55810
train,17586
train,1811
train,43915
train,17639
train,52275
train,40447
train,32648
train,55624
train,379
train,21866
train,44407
train,47244
train,31869
train,23911
train,20767
train,3232
train,34647
train,28947
train,47673
train,25716
train,31406
train,35137
train,14420
train,7700
train,18538
train,27788
train,10001
train,56694
train,18084
train,43877
train,39068
train,16361
train,55968
train,26300
train,33659
train,40259
train,47204
train,43594
train,49632
train,46485
train,45703
train,27081
train,776
train,31340
train,37769
train,60986
train,8596
train,31192
train,58593
train,1847
train,43005
train,32992
train,8340
train,53706
train,45115
train,45974
train,39195
train,35460
train,48573
train,871
train,43714
train,12793
train,25833
train,19088
train,46380
train,3532
train,59484
train,41026
train,15239
train,8448
train,31524
train,9719
train,14617
train,17716
train,10545
train,24458
train,48735
train,14369
train,40872
train,21706
train,35279
train,34723
train,56039
train,11907
train,18865
train,46138
train,10208
train,33806
train,6814
train,36542
train,7405
train,59014
train,61344
train,35595
train,5384
train,56860
train,2318
train,30392
train,28825
train,27263
train,25656
train,36906
train,47195
train,5947
train,13969
train,27374
train,17684
train,43801
train,45459
train,51964
train,53600
train,12742
train,36836
train,18015
train,54559
train,33603
train,19617
train,21496
train,55294
train,18487
train,26392
train,47187
train,48051
train,31218
train,59366
train,24926
train,48276
train,59852
train,60397
train,13137
train,54450
train,42276
train,30098
train,25902
train,56535
train,316
train,38411
train,8967
train,52754
train,2427
train,27671
train,53330
train,36355
train,24567
train,23980
train,37562
train,59978
train,43487
train,55520
train,10021
train,26908
train,8142
train,5068
train,45
train,19152
train,39911
train,5902
train,55255
train,19570
train,16901
train,28284
train,59473
train,38599
train,15480
train,18642
train,58827
train,43550
train,49940
train,38524
train,51162
train,37708
train,40126
train,28364
train,42178
train,39069
train,45728
train,51014
train,59963
train,6796
train,29084
train,25564
train,30068
train,29871
train,12184
train,21247
train,22613
train,41429
train,13770
train,49561
train,3327
train,25853
train,18910
train,24738
train,34539
train,33805
train,9610
train,26153
train,31215
train,48922
train,38014
train,46163
train,61535
train,56356
train,12239
train,46979
train,47077
train,10004
train,26540
train,44936
train,35903
train,57222
train,15473
train,49825
train,24552
train,17854
train,46194
train,7242
train,1009
train,54721
train,58753
train,44975
train,14163
train,45072
train,25203
train,11000
train,47565
train,22306
train,23185
train,18250
train,18783
train,13496
train,55685
train,38745
train,12740
train,26773
train,53619
train,45940
train,12873
train,41379
train,23792
train,40649
train,33717
train,7717
train,40624
train,9723
train,8335
train,34444
train,21745
train,60286
train,14841
train,50887
train,43189
train,3570
train,4897
train,20814
train,12210
train,45900
train,19532
train,35636
train,33475
train,48148
train,23336
train,54030
train,13191
train,4043
train,43812
train,35781
train,5908
train,12915
train,8282
train,41024
train,27470
train,45106
train,2206
train,2855
train,27760
train,13537
train,60165
train,30852
train,28384
train,26756
train,44183
train,61950
train,34879
train,27776
train,11529
train,25408
train,51620
train,8398
train,4053
train,18432
train,13597
train,30214
train,16155
train,47685
train,39995
train,27252
train,27564
train,25262
train,57669
train,49045
train,46476
train,18609
train,18598
train,5631
train,5136
train,25807
train,55430
train,24587
train,53468
train,13997
train,13642
train,15222
train,22751
train,58484
train,13387
train,28757
train,10388
train,30270
train,30865
train,30262
train,31469
train,34058
train,41468
train,22893
train,55004
train,41897
train,32384
train,54138
train,58046
train,20077
train,9630
train,38489
train,15604
train,34022
train,48237
train,37396
train,43401
train,14484
train,40213
train,9700
train,32785
train,49917
train,22489
train,53580
train,17706
train,21662
train,25044
train,44982
train,33438
train,52457
train,40109
train,3225
train,31780
train,20556
train,39269
train,2720
train,9257
train,9268
train,4611
train,16475
train,60230
train,7237
train,49418
train,15747
train,28970
train,61416
train,25439
train,48901
train,7492
train,55577
train,11424
train,53532
train,290
train,46148
train,22798
train,57753
train,179
train,8129
train,39032
train,46371
train,13017
train,50257
train,46625
train,43224
train,17961
train,24336
train,29564
train,38783
train,44570
train,20803
train,35280
train,16849
train,38107
train,52248
train,38618
train,60783
train,61330
train,29690
train,58007
train,28953
train,56475
train,48508
train,9084
train,5557
train,51158
train,56362
train,53508
train,47378
train,33842
train,16856
train,43888
train,11810
train,34508
train,19476
train,41860
train,18756
train,23680
train,19435
train,46794
train,45667
train,25569
train,52326
train,57289
train,17959
train,6273
train,38808
train,7439
train,12033
train,40498
train,47747
train,44647
train,18352
train,43478
train,4402
train,9175
train,45712
train,59201
train,26036
train,41078
train,20046
train,8019
train,50522
train,41116
train,43562
train,14270
train,17877
train,11027
train,17478
train,22906
train,969
train,47471
train,44747
train,43405
train,18058
train,29896
train,23043
train,12571
train,51841
train,48388
train,60673
train,57860
train,36904
train,17592
train,4143
train,31572
train,17804
train,11014
train,17790
train,58809
train,59702
train,42785
train,16180
train,46740
train,1979
train,14365
train,15097
train,14787
train,43919
train,26226
train,61699
train,24494
train,20681
train,51863
train,2807
train,18475
train,8991
train,44069
train,8424
train,7609
train,53812
train,3966
train,23587
train,32529
train,41501
train,54594
train,32655
train,10950
train,11754
train,23137
train,24100
train,4921
train,35804
train,43902
train,34470
train,11228
train,29863
train,36822
train,8427
train,46080
train,47602
train,56680
train,42378
train,27738
train,20096
train,585
train,27420
train,53326
train,34826
train,57594
train,54377
train,5785
train,32155
train,20819
train,55601
train,3846
train,28320
train,27133
train,19825
train,20509
train,2576
train,15785
train,16355
train,39052
train,39680
train,36883
train,37690
train,34138
train,2483
train,49924
train,13473
train,47103
train,1500
train,60287
train,41983
train,61501
train,17481
train,36310
train,38900
train,36193
train,11651
train,13994
train,20099
train,53156
train,5311
train,12908
train,42763
train,33698
train,2740
train,23151
train,22935
train,29732
train,12500
train,7055
train,15959
train,35102
train,50488
train,49560
train,26084
train,2018
train,45334
train,58732
train,1998
train,38033
train,39613
train,57037
train,9120
train,26613
train,60224
train,25768
train,32372
train,30456
train,17850
train,50624
train,8737
train,3711
train,12963
train,54648
train,61417
train,52155
train,24627
train,21936
train,60398
train,61250
train,37745
train,28158
train,53926
train,19218
train,37140
train,29099
train,15495
train,2701
train,5662
train,12849
train,8656
train,49624
train,22439
train,35053
train,59203
train,51813
train,10305
train,12587
train,57586
train,11004
train,26584
train,48829
train,26836
train,61701
train,14935
train,5435
train,50957
train,59456
train,22522
train,4561
train,6219
train,15071
train,42296
train,11090
train,9651
train,61291
train,48436
train,27313
train,26442
train,27511
train,48630
train,6383
train,60062
train,50708
train,27690
train,1164
train,20272
train,28440
train,51331
train,29477
train,40509
train,25933
train,141
train,3538
train,18577
train,4407
train,18433
train,16584
train,59592
train,33187
train,44066
train,10299
train,5184
train,9425
train,1805
train,55534
train,12366
train,52706
train,31021
train,22630
train,15472
train,19377
train,13131
train,25841
train,14952
train,5720
train,24617
train,18205
train,15298
train,27454
train,44762
train,5742
train,38392
train,44461
train,33937
train,12424
train,35087
train,31398
train,46749
train,43357
train,38647
train,13423
train,6237
train,8792
train,2982
train,1365
train,9453
train,47500
train,22616
train,21528
train,4989
train,48551
train,47743
train,558
train,20221
train,384
train,39736
train,17244
train,46618
train,43626
train,60859
train,8707
train,15311
train,27702
train,23969
train,21492
train,61484
train,25463
train,6715
train,2791
train,50035
train,40484
train,26177
train,57629
train,55903
train,52853
train,18001
train,33568
train,11758
train,21471
train,58793
train,11180
train,15387
train,60838
train,49205
train,34167
train,5447
train,34607
train,7429
train,33518
train,59202
train,10999
train,30986
train,46817
train,12266
train,22417
train,7909
train,20757
train,47881
train,60535
train,2756
train,2035
train,57549
train,6838
train,15985
train,1525
train,3355
train,12415
train,10152
train,1988
train,45289
train,55222
train,2114
train,60948
train,27732
train,33398
train,50293
train,43959
train,44269
train,17622
train,18708
train,53572
train,50084
train,27392
train,48746
train,2896
train,58987
train,3215
train,28344
train,55521
train,54006
train,32376
train,7707
train,6528
train,51017
train,58344
train,25244
train,2770
train,42248
train,58003
train,7347
train,26826
train,17186
train,17932
train,8712
train,5844
train,35099
train,36412
train,10439
train,39108
train,46201
train,28623
train,58300
train,13839
train,14428
train,24053
train,14865
train,60555
train,5173
train,1025
train,12786
train,56345
train,34739
train,16239
train,22346
train,17425
train,55470
train,17947
train,45556
train,35983
train,4884
train,15038
train,43898
train,38283
train,29153
train,6372
train,14903
train,26225
train,5473
train,34380
train,16948
train,3113
train,6357
train,6032
train,38672
train,14887
train,24244
train,55094
train,48723
train,24696
train,36632
train,26035
train,59639
train,58698
train,34238
train,11214
train,40200
train,57332
train,37316
train,21774
train,31072
train,6978
train,4475
train,16797
train,16203
train,2063
train,24640
train,58443
train,5074
train,59889
train,34653
train,29738
train,57129
train,12186
train,12352
train,14944
train,36809
train,17956
train,60274
train,13322
train,41784
train,14135
train,8574
train,57937
train,758
train,21393
train,28773
train,53148
train,43645
train,2002
train,34019
train,17322
train,7893
train,43910
train,35668
train,35535
train,31070
train,4754
train,11727
train,33742
train,36829
train,29803
train,4768
train,46260
train,57071
train,24239
train,1883
train,19018
train,3463
train,57716
train,41268
train,24481
train,53484
train,8407
train,60254
train,10767
train,53447
train,44601
train,48106
train,12523
train,51520
train,37233
train,18849
train,20270
train,61290
train,16832
train,11188
train,49390
train,43870
train,59361
train,8900
train,56205
train,44014
train,52963
train,44442
train,2052
train,54097
train,35567
train,32225
train,10919
train,17887
train,54498
train,35081
train,19867
train,1404
train,28069
train,5344
train,20586
train,14624
train,28064
train,42641
train,59016
train,25059
train,44137
train,14303
train,52380
train,20536
train,60136
train,2197
train,42255
train,54039
train,27421
train,26775
train,4923
train,48804
train,7636
train,18985
train,2157
train,26802
train,32123
train,31563
train,44260
train,19707
train,43067
train,61883
train,50256
train,22716
train,27116
train,30125
train,58254
train,1304
train,26553
train,48814
train,52502
train,30423
train,32486
train,29431
train,17439
train,57188
train,42215
train,25071
train,12364
train,14159
train,8643
train,7943
train,47470
train,61541
train,21073
train,30437
train,39298
train,59491
train,48131
train,46145
train,27822
train,54763
train,59249
train,53881
train,30254
train,53612
train,46344
train,39086
train,50864
train,20726
train,10139
train,57083
train,4122
train,47806
train,12350
train,40233
train,24745
train,54650
train,2778
train,27953
train,39806
train,46519
train,24965
train,10774
train,6422
train,13266
train,47672
train,47269
train,25168
train,6688
train,29965
train,60288
train,6400
train,5069
train,37978
train,57205
train,39951
train,23097
train,1544
train,310
train,57124
train,28375
train,10112
train,30854
train,27717
train,8907
train,44657
train,46680
train,10769
train,55136
train,50960
train,6617
train,59038
train,40772
train,28715
train,42087
train,17782
train,55416
train,20412
train,44607
train,10415
train,14792
train,19566
train,51936
train,15886
train,61112
train,39665
train,33377
train,37982
train,36364
train,24018
train,28133
train,48259
train,5402
train,26568
train,34584
train,28168
train,13725
train,59397
train,19097
train,40600
train,26002
train,42425
train,41383
train,4456
train,8910
train,9200
train,40846
train,56440
train,7627
train,29009
train,231
train,61802
train,61261
train,28608
train,44129
train,16066
train,8953
train,28566
train,3619
train,15636
train,20226
train,46986
train,38598
train,59215
train,31485
train,24110
train,62060
train,42547
train,10110
train,8297
train,50750
train,33030
train,44938
train,32177
train,43878
train,10566
train,20248
train,23616
train,5847
train,54950
train,28016
train,34125
train,7844
train,35481
train,5023
train,31187
train,5773
train,60634
train,10636
train,42417
train,61040
train,54669
train,21987
train,54921
train,35520
train,39087
train,41179
train,29647
train,46607
train,35731
train,8061
train,36962
train,33841
train,31160
train,28410
train,8657
train,49035
train,54719
train,59604
train,10588
train,46363
train,49559
train,49070
train,33798
train,23173
train,51538
train,6135
train,18578
train,19991
train,53268
train,47983
train,18083
train,30975
train,51211
train,39889
train,42906
train,14343
train,20886
train,59698
train,37789
train,58885
train,37038
train,46653
train,15424
train,13400
train,53565
train,15169
train,29496
train,44583
train,15621
train,5504
train,44638
train,44549
train,48353
train,29040
train,21237
train,46453
train,52427
train,26710
train,6988
train,5769
train,15167
train,55584
train,20013
train,5791
train,56757
train,12069
train,49628
train,24986
train,45271
train,4571
train,38172
train,50774
train,31663
train,1886
train,24991
train,45719
train,56638
train,8399
train,30035
train,24047
train,31481
train,55527
train,39785
train,24125
train,43099
train,12378
train,17977
train,20934
train,27764
train,44739
train,36544
train,49555
train,19178
train,14948
train,10858
train,27827
train,11959
train,24874
train,34745
train,30433
train,23726
train,17280
train,42424
train,15045
train,55580
train,43920
train,61854
train,3877
train,33844
train,53422
train,60870
train,57683
train,7529
train,23965
train,20871
train,51699
train,56854
train,51627
train,22925
train,47689
train,3571
train,21589
train,31897
train,52569
train,11548
train,49464
train,35281
train,39137
train,18365
train,4678
train,39843
train,45022
train,57144
train,30219
train,38383
train,2179
train,45811
train,29226
train,55485
train,49499
train,10229
train,16764
train,41027
train,37001
train,48684
train,29485
train,32838
train,47554
train,35793
train,50125
train,61603
train,20144
train,55498
train,55764
train,33351
train,18587
train,3739
train,54425
train,62114
train,27350
train,42919
train,48354
train,32462
train,56073
train,60872
train,33119
train,802
train,2973
train,31260
train,51602
train,59467
train,26595
train,34293
train,31442
train,50532
train,24876
train,8879
train,17840
train,21368
train,25025
train,45714
train,27175
train,38640
train,50439
train,60113
train,30663
train,14589
train,28330
train,28305
train,37317
train,3652
train,23113
train,13945
train,1255
train,23923
train,27558
train,19384
train,52338
train,34114
train,49798
train,55669
train,60049
train,1022
train,42385
train,56943
train,3754
train,13706
train,45489
train,62088
train,4048
train,36937
train,20731
train,57603
train,16286
train,50668
train,1453
train,13639
train,15859
train,29210
train,41746
train,18800
train,40284
train,61751
train,60648
train,13823
train,51034
train,16898
train,59708
train,24841
train,23667
train,40639
train,4482
train,10959
train,8553
train,39520
train,52796
train,26779
train,44796
train,29974
train,32935
train,54362
train,31804
train,1338
train,21918
train,26281
train,29951
train,34093
train,25558
train,45645
train,2474
train,19128
train,51875
train,10967
train,33859
train,3145
train,58527
train,57972
train,28302
train,11953
train,46439
train,57239
train,53244
train,19614
train,23638
train,58090
train,22927
train,57777
train,61145
train,21249
train,16476
train,2798
train,56833
train,51776
train,31435
train,50275
train,4374
train,55497
train,55564
train,20596
train,6922
train,23004
train,28008
train,26869
train,35619
train,38590
train,27545
train,4954
train,58004
train,19426
train,23831
train,31687
train,15417
train,47093
train,10968
train,49992
train,34603
train,59953
train,47903
train,37261
train,60459
train,31172
train,49443
train,56334
train,23413
train,39280
train,56468
train,46654
train,9068
train,8212
train,16626
train,22493
train,32469
train,3346
train,21087
train,1689
train,41165
train,45668
train,1605
train,18055
train,39230
train,47110
train,57698
train,39235
train,27527
train,3824
train,18007
train,8434
train,45669
train,19323
train,14761
train,19125
train,51910
train,33299
train,9833
train,21733
train,46171
train,46487
train,15586
train,34526
train,23992
train,49782
train,51692
train,39858
train,61468
train,47063
train,42555
train,18258
train,4599
train,37892
train,12657
train,26393
train,29771
train,48761
train,41603
train,9358
train,47533
train,59149
train,44424
train,4776
train,60837
train,47465
train,4505
train,24492
train,52369
train,56534
train,47281
train,18515
train,43347
train,17231
train,5371
train,36289
train,29449
train,29474
train,61173
train,31460
train,21660
train,38215
train,57561
train,48730
train,55015
train,42105
train,12671
train,44373
train,3016
train,7293
train,41859
train,59013
train,23514
train,28711
train,40980
train,16435
train,50314
train,14477
train,33554
train,7859
train,42797
train,61362
train,11114
train,21783
train,45536
train,13714
train,16205
train,37498
train,11563
train,4040
train,10709
train,2567
train,24824
train,53566
train,47890
train,26356
train,746
train,28478
train,27828
train,2796
train,32502
train,44078
train,28571
train,60260
train,27151
train,38899
train,25860
train,33523
train,41915
train,2563
train,47869
train,53701
train,6724
train,1899
train,4052
train,18626
train,7989
train,4771
train,10521
train,52967
train,46392
train,3043
train,33201
train,48839
train,17222
train,6480
train,25890
train,44917
train,61412
train,19138
train,19636
train,29552
train,45797
train,50331
train,12464
train,41216
train,34716
train,15184
train,52539
train,34639
train,26925
train,9409
train,16154
train,27160
train,36922
train,21455
train,51465
train,13329
train,47948
train,55037
train,40378
train,6423
train,486
train,17356
train,32733
train,19524
train,10235
train,54787
train,55576
train,11735
train,43751
train,3139
train,24657
train,5932
train,54638
train,32403
train,37332
train,60178
train,30416
train,61004
train,3421
train,14111
train,18813
train,5771
train,52147
train,21962
train,14129
train,55952
train,5516
train,9088
train,19245
train,20106
train,60561
train,24272
train,240
train,55487
train,14880
train,1865
train,61486
train,42446
train,53343
train,47978
train,9313
train,37144
train,19341
train,40257
train,1925
train,19546
train,15437
train,20327
train,17064
train,13274
train,59227
train,40612
train,60825
train,20378
train,9004
train,3209
train,38770
train,19184
train,3884
train,20602
train,24267
train,1187
train,51078
train,6365
train,11396
train,36439
train,1370
train,16589
train,8013
train,53349
train,33827
train,38057
train,43618
train,48549
train,18024
train,16281
train,5063
train,193
train,15356
train,47573
train,33850
train,16268
train,57388
train,59884
train,60497
train,14773
train,14180
train,50113
train,55414
train,33075
train,49034
train,37735
train,24647
train,15789
train,13337
train,10963
train,25294
train,23433
train,53993
train,11111
train,54315
train,7754
train,46908
train,26834
train,20822
train,5927
train,1099
train,40655
train,11476
train,9282
train,62016
train,49647
train,5787
train,18225
train,42463
train,18996
train,24226
train,22554
train,10136
train,26424
train,45960
train,41632
train,5546
train,50198
train,8028
train,47479
train,38096
train,3786
train,17409
train,50384
train,43130
train,46345
train,50183
train,43207
train,11048
train,35589
train,44356
train,53659
train,44799
train,18414
train,51430
train,46927
train,8700
train,25357
train,5725
train,2645
train,25863
train,42764
train,11771
train,53081
train,1270
train,13419
train,61405
train,31841
train,36252
train,10002
train,38072
train,44111
train,295
train,40636
train,56989
train,61249
train,14751
train,34479
train,54376
train,13581
train,11779
train,39651
train,41938
train,20741
train,55475
train,34950
train,16600
train,59974
train,17158
train,11374
train,4362
train,58841
train,49915
train,7865
train,35703
train,56793
train,43855
train,14110
train,27426
train,47815
train,57420
train,41358
train,11751
train,23600
train,58947
train,17737
train,51423
train,13917
train,53129
train,45790
train,41608
train,33808
train,22753
train,35688
train,9511
train,4066
train,30578
train,28868
train,58621
train,14070
train,4866
train,9125
train,5669
train,24124
train,56330
train,49590
train,2475
train,17729
train,39275
train,39902
train,17351
train,6604
train,38261
train,25491
train,45705
train,56493
train,3568
train,57024
train,53642
train,58922
train,1276
train,26370
train,58522
train,35620
train,29229
train,18013
train,57527
train,58242
train,55935
train,33040
train,34491
train,5240
train,48159
train,5395
train,33813
train,7247
train,33433
train,19199
train,28957
train,10662
train,29381
train,55310
train,7794
train,56517
train,61990
train,14370
train,38486
train,45905
train,13539
train,42910
train,29355
train,48316
train,58038
train,32589
train,50081
train,32466
train,45633
train,26829
train,44193
train,47309
train,17693
train,45739
train,43930
train,43000
train,18841
train,15848
train,34068
train,1148
train,46356
train,5452
train,23278
train,15777
train,7206
train,52546
train,15092
train,31732
train,1853
train,14026
train,17193
train,56118
train,47638
train,2681
train,33165
train,24137
train,54861
train,5287
train,18815
train,4835
train,30784
train,32996
train,22323
train,27974
train,49476
train,42949
train,61867
train,12273
train,31781
train,23332
train,16017
train,40643
train,19226
train,46810
train,42914
train,7024
train,4635
train,45257
train,6644
train,341
train,21479
train,31668
train,10876
train,47210
train,42395
train,182
train,14424
train,50993
train,4413
train,28306
train,2733
train,49516
train,33139
train,17742
train,47177
train,21753
train,56179
train,25040
train,7679
train,28316
train,30407
train,30568
train,28489
train,2894
train,12942
train,57931
train,21447
train,57452
train,39876
train,1182
train,2871
train,10345
train,29796
train,15256
train,24752
train,10272
train,32207
train,29646
train,15687
train,8992
train,52822
train,12619
train,44238
train,54879
train,29063
train,19198
train,16134
train,8341
train,54050
train,14207
train,51997
train,50096
train,48434
train,51390
train,37171
train,23024
train,23494
train,25503
train,46241
train,44205
train,8075
train,61069
train,59438
train,25421
train,23193
train,22916
train,38304
train,33091
train,32716
train,22066
train,53408
train,54456
train,48806
train,47149
train,38205
train,2223
train,1138
train,56771
train,27598
train,1532
train,19080
train,56788
train,48286
train,39562
train,716
train,19072
train,8265
train,57054
train,9843
train,33461
train,50209
train,21996
train,44831
train,45800
train,19805
train,43592
train,40306
train,21415
train,5090
train,50737
train,5290
train,42312
train,274
train,32325
train,1413
train,11920
train,18253
train,45439
train,13591
train,13286
train,51146
train,56231
train,43847
train,25453
train,51614
train,25776
train,24924
train,26747
train,5903
train,9165
train,1688
train,53527
train,48435
train,49210
train,27789
train,32037
train,19373
train,20656
train,10453
train,28053
train,61466
train,46630
train,24929
train,59423
train,17960
train,22138
train,44427
train,47481
train,47439
train,5969
train,39540
train,3381
train,45574
train,35092
train,20183
train,6960
train,40129
train,3518
train,23374
train,24508
train,8753
train,56699
train,38944
train,17161
train,1201
train,47782
train,50682
train,44121
train,7304
train,49356
train,9219
train,25377
train,7980
train,28893
train,27885
train,48878
train,43662
train,26998
train,47201
train,34076
train,32727
train,38053
train,35650
train,38555
train,41
train,61511
train,4054
train,24811
train,13837
train,44679
train,14328
train,7360
train,40024
train,15844
train,51759
train,62127
train,57957
train,382
train,28307
train,58875
train,10297
train,37424
train,23074
train,24229
train,22021
train,29695
train,376
train,14394
train,48410
train,25193
train,29327
train,13562
train,53304
train,39259
train,25359
train,25245
train,31098
train,48831
train,30646
train,7225
train,34773
train,19712
train,13570
train,11667
train,45726
train,43344
train,57282
train,18429
train,38146
train,56936
train,41598
train,57141
train,61326
train,42470
train,1245
train,28404
train,25045
train,25090
train,24875
train,60268
train,11155
train,26839
train,15711
train,11815
train,53974
train,58819
train,6969
train,60616
train,2907
train,7174
train,52606
train,22608
train,38064
train,50177
train,58248
train,27029
train,12789
train,33059
train,15716
train,55370
train,41884
train,4171
train,21605
train,46666
train,8534
train,8567
train,15131
train,42939
train,28838
train,6041
train,20670
train,24470
train,7792
train,43798
train,48485
train,40998
train,28742
train,4447
train,17234
train,25852
train,36265
train,48793
train,56603
train,5792
train,9829
train,60928
train,43998
train,23397
train,13634
train,49392
train,51767
train,41095
train,42930
train,32537
train,36369
train,36245
train,56612
train,59539
train,44073
train,34186
train,39102
train,22061
train,25861
train,30788
train,25204
train,36180
train,43713
train,5014
train,57008
train,10462
train,56928
train,32575
train,53256
train,34698
train,25638
train,31076
train,25894
train,39154
train,5995
train,48566
train,27811
train,31982
train,58961
train,5544
train,36841
train,43208
train,59885
train,44724
train,22093
train,20344
train,45857
train,44194
train,18940
train,4144
train,11894
train,21692
train,52478
train,20341
train,57626
train,52140
train,27787
train,33509
train,51235
train,16937
train,61485
train,55407
train,32876
train,3651
train,57950
train,55024
train,28209
train,37081
train,54417
train,57097
train,10103
train,14393
train,503
train,16254
train,31496
train,2222
train,35512
train,52991
train,43961
train,41168
train,15020
train,36781
train,12577
train,42753
train,29840
train,6261
train,19483
train,35397
train,14087
train,16231
train,59419
train,9711
train,6186
train,1768
train,37346
train,41653
train,40580
train,15402
train,24057
train,31234
train,32406
train,46829
train,2781
train,15510
train,42471
train,31135
train,18652
train,36638
train,44374
train,55902
train,19894
train,37829
train,49637
train,29357
train,51737
train,17108
train,57741
train,25030
train,6654
train,371
train,43739
train,19714
train,52078
train,45617
train,5965
train,59171
train,27998
train,54018
train,7572
train,48525
train,42656
train,1781
train,14015
train,18174
train,61388
train,59727
train,58507
train,54744
train,49346
train,56727
train,59501
train,40795
train,2994
train,53103
train,42085
train,2765
train,26106
train,47237
train,42181
train,34795
train,524
train,16229
train,56632
train,33750
train,27728
train,21678
train,7780
train,46895
train,51009
train,2376
train,15771
train,56515
train,17755
train,24701
train,35526
train,24630
train,30299
train,29638
train,60290
train,18416
train,43217
train,3625
train,12966
train,49049
train,6959
train,43536
train,45948
train,60828
train,6252
train,28816
train,54071
train,7183
train,35042
train,16252
train,59606
train,511
train,18714
train,59773
train,4559
train,42599
train,31771
train,48818
train,17722
train,13564
train,33734
train,52989
train,19759
train,17734
train,57022
train,52873
train,34340
train,29892
train,49571
train,14928
train,29678
train,54054
train,20832
train,33354
train,30631
train,18199
train,24659
train,30033
train,5950
train,5503
train,36793
train,50683
train,24016
train,57236
train,43546
train,13504
train,17264
train,14282
train,45813
train,37295
train,17072
train,25456
train,61102
train,3226
train,29049
train,58134
train,53948
train,3333
train,24484
train,24496
train,10246
train,24940
train,50571
train,16720
train,12530
train,35348
train,26230
train,58777
train,23938
train,20334
train,13547
train,23689
train,23189
train,293
train,2678
train,8524
train,44492
train,60130
train,43549
train,53495
train,27894
train,37692
train,49585
train,33149
train,44268
train,9637
train,19598
